title,company_standardized,location_standardized,source,seniority_level,job_type,work_arrangement,salary_min_parsed,salary_max_parsed,salary_midpoint,salary_range,is_remote,has_salary,post_date_str,description_length,title_word_count,required_skills,url,scraped_at_str,source_id,company,location,description,post_date,scraped_at,salary,salary_min,salary_max,contract_type,category,job_hash
AI Solutions Leader,Deloitte,"Old Sixth Ward, Houston",adzuna,Senior,Full-time,On-site,156322.25,156322.25,156322.25,"$156,322-$156,322",False,True,2025-12-20,500,3,r,https://www.adzuna.com/details/5550475186?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550475186,Deloitte,"Old Sixth Ward, Houston","The Human Capital Offering Portfolio focuses on helping organizations manage and sustain their performance through their most important asset: their people. To stay in front, organizations need to have real-time access to Human Capital insights, experts and innovative technology solutions that are designed to not only drive but sustain and extend organizational performance and engagement. Supporting the products and capabilities of the Human Capital Offering Portfolio, our Engineering team is f…",2025-12-20,2025-12-21T23:43:32.058639,"$156,322 - $156,322",156322.25,156322.25,Full-time,IT Jobs,1548ef626bb7c957e4ae6c04b7b1454f
AI Solutions Leader,Deloitte,"San Antonio, Bexar County",adzuna,Senior,Full-time,On-site,136058.19,136058.19,136058.19,"$136,058-$136,058",False,True,2025-12-20,500,3,r,https://www.adzuna.com/details/5550475147?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550475147,Deloitte,"San Antonio, Bexar County","The Human Capital Offering Portfolio focuses on helping organizations manage and sustain their performance through their most important asset: their people. To stay in front, organizations need to have real-time access to Human Capital insights, experts and innovative technology solutions that are designed to not only drive but sustain and extend organizational performance and engagement. Supporting the products and capabilities of the Human Capital Offering Portfolio, our Engineering team is f…",2025-12-20,2025-12-21T23:43:32.058639,"$136,058 - $136,058",136058.19,136058.19,Full-time,IT Jobs,97c97d4bc52fb3562828373bb2e598e1
Onshore NetSuite POD lead,Deloitte,"Old Sixth Ward, Houston",adzuna,Senior,Full-time,On-site,68842.52,68842.52,68842.52,"$68,843-$68,843",False,True,2025-12-20,500,4,r,https://www.adzuna.com/details/5550475177?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550475177,Deloitte,"Old Sixth Ward, Houston","Are you an experienced, passionate pioneer in technology who wants to work in a collaborative environment? As an experienced NetSuite POD Lead you will have the ability to share new ideas and collaborate on projects as a consultant without the extensive demands of travel. If so, consider an opportunity with Deloitte under our Project Delivery Talent Model. Project Delivery Model (PDM) is a talent model that is tailored specifically for long-term, onsite client service delivery. Work you'll do/R…",2025-12-20,2025-12-21T23:43:32.058639,"$68,843 - $68,843",68842.52,68842.52,Full-time,IT Jobs,4f76f480c9ae5cab10413bc94516ec20
"Senior Art Director, CRM",Deloitte,"Tarrytown, Travis County",adzuna,Senior,Full-time,On-site,164056.02,164056.02,164056.02,"$164,056-$164,056",False,True,2025-12-20,500,4,r,https://www.adzuna.com/details/5550475156?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550475156,Deloitte,"Tarrytown, Travis County","Senior Art Director, CRM Our Deloitte Customer team empowers organizations to build deeper relationships with customers through innovative strategies, advanced analytics, Generative AI, transformative technologies, and creative design. We can enhance customer experiences and drive sustained growth and customer value creation and capture, through customer and commercial strategies, digital products and innovation, marketing, commerce, sales, and service. We are a team of strategists, data scient…",2025-12-20,2025-12-21T23:43:32.058639,"$164,056 - $164,056",164056.02,164056.02,Full-time,IT Jobs,ef7fa86ac659ea601e68f071e2dd9911
Onshore NetSuite POD lead,Deloitte,"Highland Park, Dallas",adzuna,Senior,Full-time,On-site,75063.7,75063.7,75063.7,"$75,064-$75,064",False,True,2025-12-20,500,4,r,https://www.adzuna.com/details/5550475176?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550475176,Deloitte,"Highland Park, Dallas","Are you an experienced, passionate pioneer in technology who wants to work in a collaborative environment? As an experienced NetSuite POD Lead you will have the ability to share new ideas and collaborate on projects as a consultant without the extensive demands of travel. If so, consider an opportunity with Deloitte under our Project Delivery Talent Model. Project Delivery Model (PDM) is a talent model that is tailored specifically for long-term, onsite client service delivery. Work you'll do/R…",2025-12-20,2025-12-21T23:43:32.058639,"$75,064 - $75,064",75063.7,75063.7,Full-time,IT Jobs,46c33152431eb1a273a82f971574ccd1
AI Solutions Leader,Deloitte,"Highland Park, Dallas",adzuna,Senior,Full-time,On-site,170448.8,170448.8,170448.8,"$170,449-$170,449",False,True,2025-12-20,500,3,r,https://www.adzuna.com/details/5550475149?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550475149,Deloitte,"Highland Park, Dallas","The Human Capital Offering Portfolio focuses on helping organizations manage and sustain their performance through their most important asset: their people. To stay in front, organizations need to have real-time access to Human Capital insights, experts and innovative technology solutions that are designed to not only drive but sustain and extend organizational performance and engagement. Supporting the products and capabilities of the Human Capital Offering Portfolio, our Engineering team is f…",2025-12-20,2025-12-21T23:43:32.058639,"$170,449 - $170,449",170448.8,170448.8,Full-time,IT Jobs,4569db3e32d12577db8db66ec1f1ce43
"Senior Art Director, CRM",Deloitte,"Highland Park, Dallas",adzuna,Senior,Full-time,On-site,168026.75,168026.75,168026.75,"$168,027-$168,027",False,True,2025-12-20,500,4,r,https://www.adzuna.com/details/5550475168?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550475168,Deloitte,"Highland Park, Dallas","Senior Art Director, CRM Our Deloitte Customer team empowers organizations to build deeper relationships with customers through innovative strategies, advanced analytics, Generative AI, transformative technologies, and creative design. We can enhance customer experiences and drive sustained growth and customer value creation and capture, through customer and commercial strategies, digital products and innovation, marketing, commerce, sales, and service. We are a team of strategists, data scient…",2025-12-20,2025-12-21T23:43:32.058639,"$168,027 - $168,027",168026.75,168026.75,Full-time,IT Jobs,e90db22988dd6c1d05ec4687946338e0
Onshore NetSuite POD lead,Deloitte,"Tarrytown, Travis County",adzuna,Senior,Full-time,On-site,73289.89,73289.89,73289.89,"$73,290-$73,290",False,True,2025-12-20,500,4,r,https://www.adzuna.com/details/5550475139?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550475139,Deloitte,"Tarrytown, Travis County","Are you an experienced, passionate pioneer in technology who wants to work in a collaborative environment? As an experienced NetSuite POD Lead you will have the ability to share new ideas and collaborate on projects as a consultant without the extensive demands of travel. If so, consider an opportunity with Deloitte under our Project Delivery Talent Model. Project Delivery Model (PDM) is a talent model that is tailored specifically for long-term, onsite client service delivery. Work you'll do/R…",2025-12-20,2025-12-21T23:43:32.058639,"$73,290 - $73,290",73289.89,73289.89,Full-time,IT Jobs,215815a2366e27ec75449cb82089fcec
Onshore SalesForce CRM  RCA Functional,Deloitte,"Tarrytown, Travis County",adzuna,Mid-level,Full-time,On-site,101274.89,101274.89,101274.89,"$101,275-$101,275",False,True,2025-12-20,500,5,r,https://www.adzuna.com/details/5550474930?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550474930,Deloitte,"Tarrytown, Travis County","Are you an experienced, passionate pioneer in technology who wants to work in a collaborative environment? As an experienced Salesforce CRMRCA Analyst you will have the ability to share new ideas and collaborate on projects as a consultant without the extensive demands of travel. If so, consider an opportunity with Deloitte under our Project Delivery Talent Model. Project Delivery Model (PDM) is a talent model that is tailored specifically for long-term, onsite client service delivery. Work you…",2025-12-20,2025-12-21T23:43:32.058639,"$101,275 - $101,275",101274.89,101274.89,Full-time,IT Jobs,1cf83de845a1a8ea8573a38b64edaafa
Onshore SalesForce Lead,Deloitte,"Old Sixth Ward, Houston",adzuna,Senior,Full-time,On-site,115653.27,115653.27,115653.27,"$115,653-$115,653",False,True,2025-12-20,500,3,r,https://www.adzuna.com/details/5550474932?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550474932,Deloitte,"Old Sixth Ward, Houston","Are you an experienced, passionate pioneer in technology who wants to work in a collaborative environment? As an experienced Salesforce CRMRCA Specialist you will have the ability to share new ideas and collaborate on projects as a consultant without the extensive demands of travel. If so, consider an opportunity with Deloitte under our Project Delivery Talent Model. Project Delivery Model (PDM) is a talent model that is tailored specifically for long-term, onsite client service delivery. Work …",2025-12-20,2025-12-21T23:43:32.058639,"$115,653 - $115,653",115653.27,115653.27,Full-time,IT Jobs,789a111fcd416fdad0af05e2723a94dd
"Salesforce Configure, Price, Quote (CPQ) Senior Manager",Deloitte,"Highland Park, Dallas",adzuna,Senior,Full-time,On-site,188996.3,188996.3,188996.3,"$188,996-$188,996",False,True,2025-12-20,500,7,r,https://www.adzuna.com/details/5550474925?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550474925,Deloitte,"Highland Park, Dallas","Salesforce CPQ Senior Manager Our Deloitte Customer team empowers organizations to build deeper relationships with customers through innovative strategies, advanced analytics, Generative AI, transformative technologies, and creative design. We can enhance customer experiences and drive sustained growth and customer value creation and capture, through customer and commercial strategies, digital products and innovation, marketing, commerce, sales, and service. We are a team of strategists, data s…",2025-12-20,2025-12-21T23:43:32.058639,"$188,996 - $188,996",188996.3,188996.3,Full-time,Consultancy Jobs,4b9e60a2cd5241b34b03ae1c1b9156b5
Onshore SalesForce Lead,Deloitte,"Tarrytown, Travis County",adzuna,Senior,Full-time,On-site,123124.7,123124.7,123124.7,"$123,125-$123,125",False,True,2025-12-20,500,3,r,https://www.adzuna.com/details/5550474922?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550474922,Deloitte,"Tarrytown, Travis County","Are you an experienced, passionate pioneer in technology who wants to work in a collaborative environment? As an experienced Salesforce CRMRCA Specialist you will have the ability to share new ideas and collaborate on projects as a consultant without the extensive demands of travel. If so, consider an opportunity with Deloitte under our Project Delivery Talent Model. Project Delivery Model (PDM) is a talent model that is tailored specifically for long-term, onsite client service delivery. Work …",2025-12-20,2025-12-21T23:43:32.058639,"$123,125 - $123,125",123124.7,123124.7,Full-time,IT Jobs,22367799ac4b1895f183d97c5c80a863
Onshore SalesForce Lead,Deloitte,"Highland Park, Dallas",adzuna,Senior,Full-time,On-site,126104.64,126104.64,126104.64,"$126,105-$126,105",False,True,2025-12-20,500,3,r,https://www.adzuna.com/details/5550474918?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550474918,Deloitte,"Highland Park, Dallas","Are you an experienced, passionate pioneer in technology who wants to work in a collaborative environment? As an experienced Salesforce CRMRCA Specialist you will have the ability to share new ideas and collaborate on projects as a consultant without the extensive demands of travel. If so, consider an opportunity with Deloitte under our Project Delivery Talent Model. Project Delivery Model (PDM) is a talent model that is tailored specifically for long-term, onsite client service delivery. Work …",2025-12-20,2025-12-21T23:43:32.058639,"$126,105 - $126,105",126104.64,126104.64,Full-time,IT Jobs,c51e2a565b74b8cd385bd43dea575dde
